id_student,student_name,gender,region,highest_education,imd_band,age_band,disability,studied_credits,course,CGPA
526912,Eileen Parker,F,London Region,HE Qualification,30-40%,0-35,N,60,Computer Science,3.92
528175,Mark Reid,F,West Midlands Region,Lower Than A Level,10-20,0-35,Y,120,Medical,3.49
528363,Steve Williamson,M,South East Region,HE Qualification,40-50%,35-55,N,60,Computer Science,3.7
528535,Gabriel Sexton,M,West Midlands Region,Lower Than A Level,10-20,0-35,N,90,Music,2.62
529885,John Alvarez,F,Yorkshire Region,A Level or Equivalent,40-50%,0-35,N,150,Graphic Design,2.04
530807,William Levine,M,South Region,A Level or Equivalent,50-60%,0-35,N,120,Medical,3.49
531646,Keith Morales,M,South Region,Lower Than A Level,80-90%,0-35,N,60,Law,3.33
532236,Mark Moreno,M,North Western Region,A Level or Equivalent,70-80%,0-35,N,60,Law,3.63
534827,Chad Nixon,F,South East Region,A Level or Equivalent,50-60%,0-35,Y,60,Business,2.35
535351,Billy Williams,M,North Western Region,Lower Than A Level,50-60%,0-35,N,60,Medical,2.57
536296,Mason Perkins,F,West Midlands Region,A Level or Equivalent,10-20,35-55,N,60,Medical,3.97
537463,Austin Smith,F,Wales,Lower Than A Level,50-60%,35-55,Y,150,Law,3.96
537577,Walter Martinez,M,Yorkshire Region,Lower Than A Level,20-30%,0-35,Y,60,Engineering,2.99
540821,Justin Miller,M,Yorkshire Region,A Level or Equivalent,60-70%,35-55,N,60,Law,2.03
543478,Brittany Gonzalez,F,Scotland,A Level or Equivalent,60-70%,0-35,N,120,History,2.87
543976,Alan Dyer,F,East Midlands Region,Lower Than A Level,50-60%,35-55,N,120,Law,3.58
544612,James Williams,M,East Anglian Region,Lower Than A Level,70-80%,0-35,N,180,Law,3.31
545127,David Miller,F,Yorkshire Region,Lower Than A Level,50-60%,0-35,N,120,Law,3.21
545752,Theresa Walker,F,South East Region,A Level or Equivalent,20-30%,0-35,N,60,Medical,2.06
546773,Matthew Miranda,M,North Region,Lower Than A Level,30-40%,0-35,N,60,Computer Science,2.15
547464,Brandon Wall,F,South West Region,HE Qualification,10-20,0-35,N,120,Medical,2.58
548486,Peter Turner,M,North Region,A Level or Equivalent,,0-35,N,60,Engineering,2.44
549626,Erin Hammond,F,West Midlands Region,Lower Than A Level,10-20,35-55,N,60,Literature,2.29
550358,Cynthia Jensen,F,London Region,Lower Than A Level,50-60%,0-35,N,60,Computer Science,2.31
550380,Angela Francis,M,Scotland,Lower Than A Level,70-80%,35-55,N,60,Medical,3.28
551440,Patricia Spears,M,Wales,A Level or Equivalent,70-80%,0-35,N,60,Computer Science,2.01
551595,Jeffrey Shannon,M,North Western Region,Lower Than A Level,0-10%,0-35,N,220,Engineering,2.84
552114,Stephanie Wright,F,South West Region,Lower Than A Level,50-60%,0-35,N,120,Law,3.0
553367,Antonio Paul,M,South Region,A Level or Equivalent,50-60%,0-35,N,60,Medical,3.93
553576,Mrs. Barbara Walls,F,West Midlands Region,A Level or Equivalent,70-80%,0-35,N,150,Computer Science,3.23
554215,Charles Thompson,M,West Midlands Region,Lower Than A Level,60-70%,0-35,Y,120,Medical,2.29
554407,Samantha Figueroa,F,South East Region,A Level or Equivalent,30-40%,35-55,N,120,Law,2.19
554746,Shelly Lewis,M,South East Region,A Level or Equivalent,10-20,0-35,N,60,Medical,3.12
554863,David Mathis,M,Ireland,HE Qualification,,35-55,N,60,Engineering,2.51
554885,Maria Higgins,M,Yorkshire Region,A Level or Equivalent,20-30%,35-55,N,90,Business,3.37
555132,Kristin Hill,M,South Region,A Level or Equivalent,40-50%,0-35,N,90,Graphic Design,3.35
556514,Margaret Hammond,F,London Region,Lower Than A Level,50-60%,0-35,N,60,Medical,3.97
557083,Shannon Kelly,F,North Western Region,Lower Than A Level,10-20,0-35,Y,120,Fine Arts,2.69
557237,Sandra Wade,M,Scotland,A Level or Equivalent,20-30%,0-35,Y,120,Computer Science,3.0
557389,Jeffrey Murray MD,F,Scotland,HE Qualification,60-70%,0-35,N,60,Computer Science,2.21
559447,Lisa Martinez,F,South West Region,Lower Than A Level,50-60%,0-35,N,60,Medical,2.24
559707,Matthew Williams,M,South East Region,A Level or Equivalent,70-80%,0-35,N,60,Theater,3.21
559852,Kristen Chen,F,South Region,Lower Than A Level,60-70%,0-35,N,60,Business,2.56
559882,Mrs. Michele Garcia,M,South Region,Lower Than A Level,60-70%,0-35,N,120,Law,3.84
560301,Toni Douglas,M,South West Region,A Level or Equivalent,30-40%,0-35,N,60,History,3.19
561904,Cynthia Rosales,F,North Western Region,Lower Than A Level,70-80%,0-35,N,60,Philosophy,2.07
562619,Jessica Johnson,F,Scotland,Lower Than A Level,60-70%,35-55,Y,210,Literature,3.89
562827,Edward Carter,F,South East Region,Lower Than A Level,80-90%,0-35,Y,60,Medical,3.29
562890,Nicholas Mccann,F,West Midlands Region,A Level or Equivalent,0-10%,0-35,N,120,Computer Science,2.81
563453,Michelle Scott MD,M,East Midlands Region,Lower Than A Level,70-80%,35-55,N,60,Engineering,3.72
563595,Erin Lewis,F,West Midlands Region,A Level or Equivalent,50-60%,0-35,N,60,Engineering,2.61
563710,Omar Byrd,M,South Region,Lower Than A Level,60-70%,0-35,N,60,Music,2.89
563845,Dana Harper,M,East Anglian Region,HE Qualification,90-100%,35-55,N,60,Law,2.87
563847,William Martinez,F,Ireland,Lower Than A Level,20-30%,0-35,N,60,Medical,3.64
564000,Miranda Richards,F,Wales,A Level or Equivalent,60-70%,0-35,N,60,Business,2.29
565006,Daniel Garcia,F,North Western Region,A Level or Equivalent,50-60%,0-35,N,60,Medical,2.45
565209,Michael Hicks,M,Wales,HE Qualification,80-90%,0-35,N,90,Business,2.59
565446,Ashley Graham,F,South Region,A Level or Equivalent,10-20,0-35,N,60,Computer Science,2.07
566300,Peter Stokes,M,Wales,Lower Than A Level,60-70%,0-35,N,60,Computer Science,2.95
566553,Anthony Garcia,F,Scotland,HE Qualification,70-80%,35-55,N,60,Engineering,2.2
566560,Jason Porter,M,Scotland,HE Qualification,30-40%,0-35,N,205,Law,2.95
566712,Melissa Vega,F,London Region,Lower Than A Level,40-50%,0-35,N,120,Medical,2.56
567281,Sarah Wilson,M,South West Region,A Level or Equivalent,10-20,0-35,Y,90,Engineering,2.23
567285,Michael Delgado,M,Ireland,A Level or Equivalent,70-80%,0-35,N,60,Medical,2.55
568103,Amy Martin,M,Scotland,A Level or Equivalent,40-50%,0-35,N,60,Engineering,2.72
568297,Mrs. Kimberly Matthews MD,M,South East Region,Lower Than A Level,20-30%,0-35,N,60,Business,3.44
568415,Greg Keller MD,F,North Western Region,A Level or Equivalent,40-50%,0-35,N,120,Medical,3.15
568446,Ronald Gardner,M,North Western Region,HE Qualification,60-70%,35-55,N,60,Law,2.19
569633,Brittney Potts,F,North Western Region,A Level or Equivalent,50-60%,0-35,N,90,Business,4.0
569737,Mark Bishop,M,South West Region,A Level or Equivalent,90-100%,0-35,N,60,Computer Science,2.58
569749,Tyler Alvarez,F,South Region,Lower Than A Level,60-70%,0-35,N,90,Engineering,3.27
569840,Chelsea Jordan,F,West Midlands Region,HE Qualification,10-20,0-35,N,60,Business,2.09
570119,Jeremy Jenkins,F,London Region,A Level or Equivalent,10-20,35-55,N,90,Engineering,3.48
570411,Stephen Allison,F,Ireland,A Level or Equivalent,,0-35,N,60,Business,3.61
570863,Traci Stevens,F,East Anglian Region,A Level or Equivalent,30-40%,0-35,N,60,Music,3.84
571644,Sarah Moss,F,South Region,A Level or Equivalent,60-70%,35-55,N,60,Medical,2.68
572043,Christine Huerta,M,North Region,A Level or Equivalent,10-20,35-55,N,60,Engineering,3.99
572156,Christopher Beasley,M,North Western Region,A Level or Equivalent,20-30%,35-55,Y,60,Medical,4.0
572281,Sarah Wilson,M,East Midlands Region,A Level or Equivalent,40-50%,35-55,Y,60,Medical,3.27
572413,Christopher Martin,M,West Midlands Region,Lower Than A Level,10-20,0-35,N,120,Engineering,3.57
572414,Amanda Durham,F,Ireland,Lower Than A Level,10-20,0-35,N,60,Medical,3.87
572430,Alan Roberts,F,North Western Region,A Level or Equivalent,70-80%,0-35,N,150,Business,3.22
572434,Victoria Robinson,M,North Region,A Level or Equivalent,0-10%,0-35,N,60,Medical,3.9
572722,Teresa Jenkins,F,South Region,A Level or Equivalent,20-30%,0-35,N,60,Business,2.55
573328,Chelsea Ramirez,F,London Region,Lower Than A Level,60-70%,0-35,N,60,Engineering,3.17
573646,Carrie Jordan,M,North Western Region,A Level or Equivalent,20-30%,35-55,N,60,Law,3.41
573742,Mallory Miles,M,East Anglian Region,Lower Than A Level,10-20,0-35,N,60,Business,2.22
573969,Tina Gregory,F,North Western Region,Lower Than A Level,70-80%,0-35,N,60,Medical,3.91
574347,Leah Jones,F,Wales,A Level or Equivalent,20-30%,0-35,N,60,Medical,3.74
574431,Kathy Nguyen,F,Wales,Lower Than A Level,60-70%,35-55,N,120,Law,2.31
574612,Matthew Bell,M,East Anglian Region,A Level or Equivalent,40-50%,0-35,N,60,Medical,3.74
574843,Jimmy Jones,M,North Western Region,Lower Than A Level,50-60%,0-35,N,60,Computer Science,3.75
575009,Monique Shaffer,F,South Region,A Level or Equivalent,90-100%,0-35,N,60,Computer Science,2.76
575200,David Beck,F,North Western Region,A Level or Equivalent,30-40%,0-35,N,120,Engineering,2.75
575272,Audrey Odom,F,North Western Region,A Level or Equivalent,30-40%,0-35,Y,70,Business,2.6
575380,Kayla Cook,F,North Western Region,Lower Than A Level,0-10%,0-35,N,60,Engineering,2.05
575566,Tyler Thompson,M,East Midlands Region,A Level or Equivalent,80-90%,0-35,N,60,Medical,3.73
575855,Benjamin Davis,M,London Region,HE Qualification,80-90%,0-35,N,60,Computer Science,3.55
576306,Dr. Thomas Gonzalez,F,East Anglian Region,Lower Than A Level,60-70%,0-35,N,60,Computer Science,3.12
576515,David Martinez,M,East Anglian Region,HE Qualification,60-70%,0-35,N,60,Medical,2.34
576885,Laura Ho,F,East Anglian Region,Lower Than A Level,60-70%,35-55,N,120,Graphic Design,2.53
577196,Thomas Espinoza,F,Scotland,A Level or Equivalent,10-20,0-35,Y,60,Engineering,3.42
577359,Tabitha Johnson,M,East Midlands Region,Lower Than A Level,20-30%,0-35,N,120,Medical,3.59
577520,Becky Martinez,M,South Region,Lower Than A Level,80-90%,0-35,N,60,Law,3.12
577526,Jason Rangel,M,West Midlands Region,A Level or Equivalent,50-60%,0-35,N,60,Business,2.66
577652,Stephanie Bailey,F,London Region,Lower Than A Level,70-80%,0-35,N,120,Computer Science,3.52
577751,Ronald Thornton,F,Scotland,A Level or Equivalent,40-50%,0-35,N,60,Medical,3.98
577937,Karla Williams,M,South West Region,Lower Than A Level,80-90%,35-55,N,60,Medical,2.28
577977,Nicholas Brown,F,West Midlands Region,Lower Than A Level,90-100%,0-35,N,120,Computer Science,3.11
578395,Eric Barton,F,Scotland,A Level or Equivalent,60-70%,35-55,N,60,Business,3.63
578616,Christopher Carey,F,East Anglian Region,Lower Than A Level,10-20,35-55,N,60,Business,2.72
578646,Joseph Ramos,M,West Midlands Region,A Level or Equivalent,90-100%,0-35,N,60,Medical,3.62
578857,Jacob Lee,M,South West Region,A Level or Equivalent,70-80%,0-35,N,60,History,3.51
579017,Christine Reynolds,M,East Anglian Region,Lower Than A Level,40-50%,0-35,N,60,Business,3.7
579172,Taylor Walker,F,Ireland,Lower Than A Level,,35-55,N,60,Law,3.99
579386,Cheryl Davis,F,East Midlands Region,A Level or Equivalent,40-50%,35-55,N,60,Medical,3.18
580450,Andrew Patterson,M,East Anglian Region,Post Graduate Qualification,90-100%,0-35,N,60,Medical,3.77
580458,Jody Doyle,F,London Region,A Level or Equivalent,70-80%,0-35,N,60,Business,2.3
580838,James Pope,M,East Anglian Region,A Level or Equivalent,50-60%,0-35,N,60,Literature,2.75
582009,Erika Palmer,F,South East Region,A Level or Equivalent,0-10%,0-35,N,60,Business,2.43
582197,Charlotte Robertson,M,Wales,HE Qualification,20-30%,35-55,N,60,Medical,3.06
582608,Tyler Davis,M,South Region,Lower Than A Level,90-100%,0-35,N,120,Law,2.85
583092,Leon Sullivan,M,Yorkshire Region,HE Qualification,90-100%,0-35,N,60,Engineering,3.69
583276,Pamela Douglas,F,West Midlands Region,A Level or Equivalent,40-50%,0-35,N,60,Business,3.95
583604,Wesley Eaton,F,London Region,Lower Than A Level,60-70%,0-35,N,60,Computer Science,2.82
584038,Margaret Bridges,M,London Region,Lower Than A Level,20-30%,35-55,N,120,Medical,3.09
584591,James Hicks,F,South West Region,A Level or Equivalent,0-10%,0-35,Y,150,Law,3.82
584981,Amanda King,M,Scotland,A Level or Equivalent,20-30%,0-35,N,90,Engineering,3.69
585153,Heather Potter,M,South West Region,Lower Than A Level,60-70%,0-35,N,120,Computer Science,2.16
585354,Miguel Cain,F,East Anglian Region,A Level or Equivalent,70-80%,0-35,N,60,Computer Science,3.22
585432,Jennifer Lee,M,Wales,HE Qualification,40-50%,35-55,N,60,Law,2.47
585626,Mark Hart,F,South East Region,A Level or Equivalent,50-60%,35-55,N,60,Engineering,2.68
585773,Corey Hancock,F,South West Region,A Level or Equivalent,50-60%,35-55,N,60,Medical,3.48
585832,Lindsay Taylor,F,North Region,A Level or Equivalent,20-30%,0-35,Y,60,Engineering,3.71
586121,Margaret Hernandez,M,Scotland,A Level or Equivalent,60-70%,0-35,N,60,Medical,2.99
586315,Joshua Johnston,M,East Midlands Region,Lower Than A Level,20-30%,0-35,N,60,Computer Science,2.72
586444,Austin Rodriguez,F,Wales,A Level or Equivalent,30-40%,0-35,N,60,Law,3.37
586729,Carol Figueroa,F,West Midlands Region,A Level or Equivalent,90-100%,0-35,N,120,Graphic Design,3.58
586946,Gwendolyn Smith,F,West Midlands Region,A Level or Equivalent,80-90%,0-35,N,60,Computer Science,3.17
586957,Sharon Lindsey,M,Wales,A Level or Equivalent,30-40%,0-35,Y,120,Graphic Design,3.58
587140,Dalton Guzman,F,Scotland,HE Qualification,60-70%,35-55,N,60,Business,2.31
587375,David Waters,M,East Anglian Region,A Level or Equivalent,50-60%,0-35,N,60,Medical,3.6
587446,Alexis Cooley,F,South Region,A Level or Equivalent,80-90%,0-35,N,90,Medical,2.65
587576,Dawn Cole,M,North Region,A Level or Equivalent,,0-35,N,120,Law,3.76
587579,Sara White,M,North Region,A Level or Equivalent,60-70%,0-35,N,60,Engineering,3.63
587772,Brad Garcia,F,South East Region,A Level or Equivalent,80-90%,0-35,N,90,Engineering,2.38
587777,Angela Ferguson,M,Wales,Lower Than A Level,30-40%,0-35,N,60,Medical,3.04
588058,Justin Morton,M,South Region,Lower Than A Level,50-60%,35-55,Y,180,Theater,2.81
588179,Kristen Walker,M,South East Region,Lower Than A Level,40-50%,0-35,N,120,Literature,2.39
588203,Julie Larsen,M,Yorkshire Region,HE Qualification,40-50%,0-35,N,120,Fine Arts,2.78
588240,Stephanie Serrano,M,West Midlands Region,A Level or Equivalent,60-70%,35-55,N,60,Business,2.34
588383,Matthew Phillips,M,Wales,Lower Than A Level,10-20,0-35,N,180,Medical,3.46
588954,Gregory Fox,M,Wales,A Level or Equivalent,0-10%,0-35,N,120,Business,3.73
589279,Jeremy Edwards,M,South East Region,A Level or Equivalent,80-90%,35-55,N,60,Law,2.6
589585,Michael Burns,F,East Midlands Region,Lower Than A Level,40-50%,0-35,N,60,Engineering,3.23
590110,Alex Campbell,F,East Midlands Region,A Level or Equivalent,10-20,0-35,N,120,Medical,3.57
590127,Patrick Barber,F,South Region,A Level or Equivalent,10-20,0-35,N,60,Law,2.43
590227,Nicole Carr,F,East Anglian Region,HE Qualification,30-40%,0-35,N,60,Computer Science,2.06
590340,Faith Acosta,F,North Region,Lower Than A Level,0-10%,0-35,N,70,Philosophy,2.64
590562,Katie Haley,F,South West Region,A Level or Equivalent,40-50%,0-35,N,60,Business,2.25
590616,Todd Fuentes,M,South West Region,A Level or Equivalent,60-70%,0-35,N,60,Business,3.5
590632,Rebecca Stewart,F,Wales,A Level or Equivalent,90-100%,35-55,N,60,Law,2.77
590753,Susan Reed,M,North Western Region,A Level or Equivalent,10-20,0-35,N,60,Law,3.0
590920,James Ibarra,F,East Midlands Region,Lower Than A Level,20-30%,0-35,N,60,Fine Arts,3.2
591540,Eric Howard,M,North Western Region,A Level or Equivalent,0-10%,35-55,N,60,Fine Arts,3.68
591852,Danielle Ramos,F,Scotland,A Level or Equivalent,0-10%,35-55,Y,60,Computer Science,3.97
592214,Christopher Ellison,F,South Region,A Level or Equivalent,80-90%,0-35,N,60,Business,3.41
592221,Brian Rocha,M,East Anglian Region,A Level or Equivalent,90-100%,0-35,N,90,Literature,3.44
592344,Jacob Jones,F,East Anglian Region,A Level or Equivalent,70-80%,0-35,N,180,Medical,3.81
592661,Jill Mcconnell PhD,M,Scotland,A Level or Equivalent,40-50%,0-35,N,60,Law,2.23
592899,Jessica Montgomery,M,South Region,Lower Than A Level,40-50%,35-55,N,60,Law,3.34
593099,Lisa Allen,M,North Region,Lower Than A Level,20-30%,0-35,N,60,Business,3.82
593373,Phillip Brown,M,North Region,A Level or Equivalent,,0-35,N,60,Engineering,2.29
593556,Jonathan Edwards,M,Scotland,HE Qualification,30-40%,0-35,N,60,Law,3.75
593903,David Obrien,M,South Region,A Level or Equivalent,70-80%,0-35,N,210,Law,2.08
593976,George Villarreal,F,Yorkshire Region,Lower Than A Level,50-60%,35-55,N,60,Literature,3.71
594033,James Boyle,F,East Anglian Region,A Level or Equivalent,90-100%,35-55,N,60,Computer Science,3.53
594048,Jessica Moody,M,South East Region,Lower Than A Level,60-70%,0-35,N,60,Business,2.89
594071,Kelly Rodriguez,F,Scotland,A Level or Equivalent,40-50%,0-35,N,60,Law,3.42
594161,Natalie Clark,M,West Midlands Region,Lower Than A Level,0-10%,0-35,N,60,Law,2.57
594164,Lonnie Briggs,F,North Western Region,HE Qualification,0-10%,0-35,Y,270,History,3.91
594329,Paige Hobbs,M,Wales,Lower Than A Level,90-100%,0-35,N,60,Engineering,2.67
594950,Joseph Anderson,M,North Western Region,HE Qualification,80-90%,35-55,N,60,Law,2.17
595215,Valerie Greer,M,Wales,A Level or Equivalent,80-90%,0-35,N,60,Business,2.44
595310,Elizabeth Green,M,Scotland,HE Qualification,20-30%,0-35,N,180,Law,3.13
595396,Ann Carter,F,South Region,A Level or Equivalent,60-70%,0-35,N,60,Computer Science,3.59
595741,Ashley White,M,South Region,Lower Than A Level,80-90%,0-35,N,60,Law,3.58
595787,Daniel Hudson,M,Wales,HE Qualification,20-30%,0-35,N,60,Engineering,3.88
595876,Heather Carlson DVM,M,Yorkshire Region,A Level or Equivalent,70-80%,0-35,N,60,Medical,3.76
595883,Valerie Nelson,F,South Region,A Level or Equivalent,90-100%,0-35,N,60,Engineering,3.1
596322,Amanda Smith,F,Scotland,HE Qualification,80-90%,35-55,N,60,Engineering,3.3
596359,Daniel Phillips,M,East Anglian Region,HE Qualification,90-100%,0-35,N,60,History,2.14
596420,Amanda Ayala,M,North Region,A Level or Equivalent,10-20,0-35,N,60,Medical,3.67
596759,Zachary Raymond,F,Scotland,Lower Than A Level,70-80%,0-35,N,60,Theater,2.65
597529,Dr. Nicole Anderson,M,London Region,Lower Than A Level,50-60%,35-55,N,60,Computer Science,2.42
597608,Jacqueline Martinez,M,South East Region,A Level or Equivalent,70-80%,35-55,N,60,Computer Science,3.91
597779,Paul Smith DDS,F,Scotland,A Level or Equivalent,20-30%,0-35,N,60,Business,3.16
597786,James Acosta,M,London Region,Lower Than A Level,20-30%,0-35,N,60,Computer Science,3.36
597814,Sandra Sims,M,South West Region,A Level or Equivalent,50-60%,0-35,N,270,Law,3.57
598103,Laurie Johnson,M,East Midlands Region,A Level or Equivalent,80-90%,0-35,N,60,History,2.49
598123,Mr. Randall Harris,M,West Midlands Region,A Level or Equivalent,10-20,0-35,Y,240,Medical,3.73
598141,Nicole Santiago,M,Scotland,HE Qualification,30-40%,35-55,N,120,Medical,3.17
598283,Eric Morrison,F,Scotland,HE Qualification,40-50%,0-35,N,120,Law,3.35
598303,Angela Lloyd,M,London Region,A Level or Equivalent,20-30%,0-35,N,60,Medical,3.95
598493,Roy Wagner,M,East Anglian Region,Lower Than A Level,70-80%,35-55,Y,60,Business,3.79
599083,Edward Garcia,F,West Midlands Region,A Level or Equivalent,90-100%,0-35,N,60,Philosophy,3.1
599270,Lisa Miller,M,West Midlands Region,Lower Than A Level,20-30%,0-35,N,60,Music,2.18
599651,Kyle Collier,M,South East Region,Lower Than A Level,60-70%,0-35,N,60,Medical,3.1
599837,Steven Bowers,F,Scotland,A Level or Equivalent,0-10%,35-55,Y,60,Business,2.68
599877,Erica Frazier,M,London Region,A Level or Equivalent,40-50%,0-35,N,120,Law,2.53
600033,Taylor Hahn,M,South Region,Lower Than A Level,80-90%,35-55,N,60,Literature,2.12
600502,Tracy Davis,M,London Region,Lower Than A Level,70-80%,0-35,N,150,Engineering,2.76
600554,Roberto Turner,M,East Anglian Region,A Level or Equivalent,30-40%,0-35,Y,60,Computer Science,3.85
600616,Stephanie Moore,M,South East Region,A Level or Equivalent,80-90%,0-35,N,120,Literature,2.33
600680,Jordan Little,M,East Midlands Region,Lower Than A Level,60-70%,35-55,N,60,Business,3.12
601418,Julie Jones,M,North Region,HE Qualification,,35-55,N,60,Business,2.35
602029,Raymond Mason,F,East Midlands Region,Lower Than A Level,70-80%,35-55,N,60,Music,3.28
602185,Courtney Arnold,M,Scotland,HE Qualification,50-60%,0-35,N,90,Law,3.36
602318,Elizabeth Vasquez,M,North Region,Lower Than A Level,,0-35,N,60,Business,3.96
602528,Megan Johnson,M,East Anglian Region,HE Qualification,90-100%,35-55,N,60,Computer Science,3.3
603224,Gary Moore,F,South Region,A Level or Equivalent,90-100%,35-55,N,60,Computer Science,3.1
603303,Joseph Johnson,M,North Region,A Level or Equivalent,,0-35,N,120,Law,2.31
603406,Kevin Carney,M,North Western Region,Lower Than A Level,20-30%,0-35,N,60,Medical,3.63
603490,Tiffany Ortiz,F,East Midlands Region,A Level or Equivalent,20-30%,0-35,N,120,Engineering,3.11
603493,Nathan Stewart,F,East Anglian Region,No Formal quals,60-70%,0-35,N,60,Medical,2.98
603726,Deborah Perez,M,South West Region,A Level or Equivalent,70-80%,0-35,N,60,Business,3.51
603961,Cody Jones,M,South Region,Lower Than A Level,,0-35,N,60,Law,2.4
604500,Ryan Randall,M,South Region,Lower Than A Level,70-80%,0-35,N,60,Computer Science,2.75
604632,Patrick Hunter,M,South West Region,A Level or Equivalent,0-10%,0-35,N,180,Computer Science,3.31
604671,Tina Mccarthy,M,North Western Region,Lower Than A Level,20-30%,0-35,N,60,Medical,2.31
604709,Benjamin Shannon,M,North Western Region,Lower Than A Level,20-30%,0-35,N,60,Medical,3.46
605118,Miguel Shaffer,F,North Western Region,Lower Than A Level,40-50%,35-55,N,130,Business,3.46
605313,Melissa Ruiz,M,North Region,A Level or Equivalent,30-40%,0-35,N,90,Engineering,2.37
605488,Dr. Deborah Day DVM,F,Scotland,A Level or Equivalent,80-90%,0-35,N,120,Engineering,2.19
605676,Cassandra Lewis,M,South East Region,A Level or Equivalent,60-70%,0-35,N,120,Engineering,3.54
605859,Dustin Romero,M,East Anglian Region,Lower Than A Level,80-90%,0-35,N,60,Law,3.22
605876,Mr. Gregory Fuller,M,North Western Region,A Level or Equivalent,20-30%,0-35,N,60,Business,2.2
606089,Joseph Moody,M,North Region,A Level or Equivalent,20-30%,0-35,N,120,Engineering,2.03
606247,Randy Haynes,M,North Region,A Level or Equivalent,10-20,0-35,N,60,Engineering,3.54
606757,Amanda Dennis,M,Scotland,HE Qualification,90-100%,35-55,N,60,Business,2.72
606837,Charles Underwood,M,South West Region,Lower Than A Level,70-80%,35-55,N,60,Medical,2.22
607110,Brooke Bryan,M,South Region,A Level or Equivalent,70-80%,0-35,N,60,Law,3.17
607483,Penny Nelson,M,South East Region,Lower Than A Level,60-70%,0-35,N,60,Computer Science,2.36
607525,Robert Salas,M,South East Region,Lower Than A Level,50-60%,35-55,N,60,Medical,3.59
607638,Tracy Todd,M,North Western Region,A Level or Equivalent,20-30%,0-35,N,60,Business,3.95
607767,Sarah Miller,M,West Midlands Region,A Level or Equivalent,90-100%,0-35,N,120,Business,2.01
607975,Charles Meadows,M,South West Region,A Level or Equivalent,90-100%,0-35,N,60,Business,3.28
608775,Leon Kelly,F,East Midlands Region,A Level or Equivalent,10-20,0-35,Y,120,Graphic Design,2.69
608842,Stephanie Tran,M,South West Region,A Level or Equivalent,70-80%,0-35,N,60,Business,3.74
608943,Pamela Wilson,F,South West Region,Lower Than A Level,30-40%,0-35,Y,60,Graphic Design,3.41
609242,Richard Johnson,M,North Western Region,Lower Than A Level,10-20,0-35,N,120,Engineering,3.79
609245,Richard Johnson,M,Scotland,HE Qualification,80-90%,55<=,N,60,Law,3.11
609556,Sean Mitchell,M,West Midlands Region,A Level or Equivalent,90-100%,0-35,N,60,Music,3.74
609655,Michelle Ward,M,Ireland,Lower Than A Level,,0-35,N,60,Business,3.39
609681,Shannon Jackson,M,South East Region,A Level or Equivalent,10-20,0-35,N,150,Engineering,2.5
610197,Steven Gonzalez,M,North Western Region,Lower Than A Level,0-10%,0-35,N,60,Business,2.93
610609,Dr. Christopher Reid,F,South Region,Lower Than A Level,60-70%,0-35,N,60,Business,2.02
610828,Mary Reyes,M,East Anglian Region,A Level or Equivalent,80-90%,0-35,N,90,Engineering,4.0
611013,Christine Adams,M,South Region,Lower Than A Level,30-40%,0-35,N,60,Medical,2.1
611159,Alyssa Morris,M,East Anglian Region,A Level or Equivalent,60-70%,0-35,N,60,Medical,3.77
611235,Timothy Terrell,F,South Region,Lower Than A Level,90-100%,0-35,N,60,Graphic Design,3.69
611356,James Cortez,F,South Region,A Level or Equivalent,60-70%,0-35,N,90,Computer Science,3.28
611588,Christopher Mason,M,East Anglian Region,A Level or Equivalent,70-80%,0-35,N,120,Law,3.15
611790,Kristin Pena,F,South Region,A Level or Equivalent,40-50%,0-35,Y,60,Engineering,2.52
611865,Eric Ayala,M,London Region,A Level or Equivalent,50-60%,0-35,N,60,Business,2.27
611982,Mackenzie Franklin,M,Wales,A Level or Equivalent,0-10%,0-35,N,120,Computer Science,3.24
612443,Lindsay Weaver,F,Ireland,A Level or Equivalent,30-40%,35-55,N,60,Literature,3.1
612615,Patrick Mathis,M,North Region,Lower Than A Level,,0-35,N,60,Business,2.01
612717,Robert Jefferson,M,North Region,HE Qualification,,0-35,N,180,Graphic Design,3.13
612979,Alicia Becker,M,South East Region,Lower Than A Level,80-90%,0-35,N,60,Law,2.55
613910,Alicia Livingston,M,West Midlands Region,Lower Than A Level,30-40%,35-55,N,70,Computer Science,2.44
614471,Chelsey Hall,F,South East Region,Lower Than A Level,40-50%,0-35,N,120,Theater,3.65
614499,Jillian Dixon,F,East Anglian Region,Lower Than A Level,10-20,0-35,N,60,Graphic Design,2.61
614683,Michael Lam,F,Scotland,HE Qualification,40-50%,0-35,N,180,Fine Arts,3.93
614791,Haley Sullivan,F,South Region,A Level or Equivalent,80-90%,35-55,N,60,Medical,3.74
614912,Eric Jennings,F,West Midlands Region,A Level or Equivalent,60-70%,0-35,N,60,Law,2.27
615183,Jennifer Kirk,F,Wales,HE Qualification,40-50%,35-55,N,60,Engineering,3.08
617249,Douglas Swanson,F,South West Region,A Level or Equivalent,50-60%,0-35,N,120,Computer Science,3.31
617850,Nathan Reed,M,West Midlands Region,A Level or Equivalent,10-20,0-35,N,120,Medical,2.85
617952,Allison Davis,F,West Midlands Region,A Level or Equivalent,40-50%,0-35,N,60,Law,3.51
617993,Sherri Armstrong,F,North Western Region,A Level or Equivalent,10-20,0-35,N,60,Computer Science,3.12
